School Name,School Type,Address,City,Zipcode,County,Polio,DTaP,MMR,HepB,Varicella,HepA,All,Ex_Rel,Ex_Med,Ex_Tot
Willam Strong Elementary School,Public,820 Marion Ave,Plantsville,06479,Hartford,97.6,97.6,97.6,97.6,97.6,97.6,97.6,2.4,0.0,2.4
Plymouth Center Elementary,Public,107 North St.,Plymouth,06782,Litchfield,98.8,98.8,100.0,100.0,100.0,100.0,98.8,0.0,0.0,0.0
Pomfret Community School,Public,20 Pomfret St,Pomfret,06259,Windham,97.2,97.2,97.2,97.2,97.2,94.4,94.4,2.8,0.0,2.8
Rectory School,Non-public,528 Pomfret Street,Pomfret,06258,Windham,,,,,,,,,,
Valley view,Public,81 High Street,Portland,06480,Middlesex,97.7,97.7,97.7,97.7,97.7,97.7,97.7,0.0,0.0,0.0
Preston Veterans Memorial School,Public,285 Shetucket Turnpike,Preston,06365,New London,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Prospect Elementary school,Public,75 New Haven Rd,Prospect,06712,New Haven,98.8,98.8,98.8,98.8,97.5,98.8,97.5,0.0,1.3,1.3
Putnam Elementary School,Public,33 Wicker Street,Putnam,06260,Windham,97.4,97.4,97.4,93.5,97.4,97.4,93.5,0.0,0.0,0.0
Quaker Hill Elementary,Public,285 Bloomingdale Road,Quaker Hill,06375,New London,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Redding Elementary School,Public,33 Lonetown Rd,Redding,06896,Fairfield,98.0,98.0,98.0,98.0,98.0,98.0,97.0,0.0,1.0,1.0
Barlow Mountain Elementary School,Public,115 Barlow Mountain Rd,Ridgefield,06877,Fairfield,98.2,98.2,98.2,100.0,98.2,98.2,96.4,0.0,0.0,0.0
Branchville Elementary School,Public,40 Florida Hill Road,Ridgefield,08677,Fairfield,98.3,98.3,98.3,98.3,96.6,96.6,96.6,0.0,1.7,1.7
Farmingville Elementary,Public,324 Farmingville Road,Ridgefield,06877,Fairfield,95.8,95.8,97.9,95.8,97.9,97.9,93.8,0.0,2.1,2.1
Ridgebury Elementary School,Public,112 Bennetts Farm Rd,Ridgefield,06877,Fairfield,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Ridgefield Academy,Non-public,223 West Mountain Road,Ridgefield,06877,Fairfield,,,,,,,,,,
Saint Mary,Non-public,183 High Ridge Avenue,Ridgefield,06877,Fairfield,,,,,,,,,,
Scotland Elementary School,Public,111 barlow mountain road,Ridgefield,06877,Fairfield,100.0,100.0,97.9,100.0,100.0,97.9,95.8,0.0,0.0,0.0
Veterans Park Elementary School,Public,8 Governor Street,Ridgefield,06877,Fairfield,,,,,,,,,,
International School at Dundee,Public,55 Florence Road,Riverside,06878,Fairfield,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
North Mianus Elementary School,Public,309 Palmer Hill Road,Riverside,06878,Fairfield,100.0,100.0,100.0,100.0,100.0,98.4,98.4,0.0,0.0,0.0
Aerospace and Engineering Elementary School,Public,7 Gardner Way,Rocky Hill,06067,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Myrtle H Stevens School,Public,322 Orchard Street,Rocky Hill,06067,Hartford,97.5,97.5,97.5,97.5,97.5,95.0,95.0,0.0,2.5,2.5
West Hill Elementary School,Public,95 Cronin Drive,Rocky Hill,06067,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Booth Free School,Public,14 South Street,Roxbury,06783,Litchfield,,,,,,,,,,
Salem School,Public,200 Hartford Road,Salem,06420,New London,93.9,93.9,93.9,93.9,93.9,93.9,93.9,0.0,6.1,6.1
SandyHook Elementary School,Public,12 Dickenson Drive,Sandy Hook,06482,Fairfield,96.6,96.6,96.6,94.9,96.6,96.6,94.9,0.0,3.4,3.4
Scotland Elementary School,Public,68 Brook Rd,Scotland,06264,Windham,,,,,,,,,,
Bungay School,Public,35 Bungay Road,Seymour,06483,New Haven,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Chatfield LoPresti,Public,51 Skokorat Street,Seymour,06483,New Haven,98.9,98.9,100.0,98.9,100.0,98.9,98.9,0.0,0.0,0.0
Sharon Center School,Public,80 Hilltop Road,Sharon,06069,Litchfield,,,,,,,,,,
Booth Hill School,Public,544 Booth Hill road,Shelton,06484,Fairfield,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Elizabeth Shelton Elementary,Public,138 Willoughby Road,Shelton,06484,Fairfield,98.9,98.9,98.9,98.9,98.9,98.9,98.9,0.0,1.1,1.1
Holy Trinity Catholic Academy,Non-public,503 Shelton Ave.,Shelton,06484,Fairfield,,,,,,,,,,
Long Hill School,Public,565 Long Hill Avenue,Shelton,06484,Fairfield,100.0,100.0,100.0,98.6,100.0,98.6,97.2,0.0,0.0,0.0
Mohegan Elementary School,Public,47 Mohegan Road,Shelton,06484,Fairfield,98.6,98.6,98.6,100.0,98.6,100.0,98.6,0.0,0.0,0.0
Sunnyside School,Public,418 River Rd,Shelton,06484,Fairfield,100.0,92.3,92.3,97.4,92.3,92.3,89.7,0.0,0.0,0.0
The Sherman School,Public,2 Route 37 East,Sherman,06784,Fairfield,,,,,,,,,,
Central Elementary School,Public,29 Massaco Street,Simsbury,06070,Hartford,100.0,98.1,100.0,100.0,100.0,100.0,98.1,0.0,0.0,0.0
Squadron Line School,Public,44 Squadron Line Road,Simsbury,06070,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
St. Mary's School,Non-public,946 Hopmeadow Street,Simsbury,06070,Hartford,,,,,,,,,,
The Cobb Montessori School,Non-public,112 Sand Hill Road,Simsbury,06070,Hartford,,,,,,,,,,
Somers Elementary School,Public,4 Vision Blvd,Somers,06071,Tolland,92.6,94.7,94.7,94.7,93.7,94.7,91.6,0.0,2.1,2.1
Hopewell Elementary,Public,1068 Chestnut Hill Rd,South Glastonbury,06067,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Nayaug Elementary School,Public,222 Old Maids Lane,South Glastonbury,06073,Hartford,100.0,100.0,100.0,100.0,100.0,98.9,98.9,0.0,0.0,0.0
CREC Academy of International Studies Elementary School,Public,625 Chapel Rd,South Windsor,06074,Hartford,100.0,100.0,98.5,100.0,100.0,100.0,98.5,0.0,0.0,0.0
Eli Terry Elementary,Public,569 Griffin Rd,South Windsor,06074,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Orchard Hill Elementary,Public,380 Foster st,South Windsor,06074,Hartford,100.0,100.0,100.0,99.1,100.0,100.0,99.1,0.0,0.0,0.0
Philip R. Smith Elementary School,Public,949 Avery Street,South Windsor,06074,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Pleasant Valley Elementary School,Public,591 Ellingon Rd,South Windsor,06074,Hartford,99.0,99.0,98.1,100.0,98.1,99.0,95.2,0.0,0.0,0.0
Gainfield Elementary School,Public,307 Old Field Road,Southbury,06488,New Haven,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Pomperaug Elementary School,Public,607 Main Street South,Southbury,06488,New Haven,96.8,96.8,96.8,96.8,96.8,96.8,96.8,0.0,1.6,1.6
Derynoski Elementary School,Public,240 Main Street,Southington,06489,Hartford,98.9,98.9,100.0,100.0,100.0,100.0,98.9,0.0,0.0,0.0
Flanders Elementary,Public,100 Victoria Dr,Southington,06489,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Hatton Elementary School,Public,50 Spring Lake Road,Southington,06489,Hartford,96.8,95.2,95.2,96.8,96.8,96.8,95.2,1.6,1.6,3.2
Thalberg,Public,145 Dunham Street,Southington,06489,Hartford,98.3,98.3,98.3,98.3,98.3,98.3,98.3,0.0,1.7,1.7
Urbin T Kelley Elementary School,Public,501 Ridgewood Road,Southington,06489,Hartford,98.1,98.1,98.1,98.1,98.1,98.1,98.1,0.0,1.9,1.9
St. Luke Catholic School,Non-public,133 Bristol Street,Southington,06489,Hartford,,,,,,,,,,
West Stafford School,Public,153 West Stafford Rd,Stafford Springs,06076,Tolland,100.0,100.0,97.8,98.9,97.8,100.0,96.6,0.0,0.0,0.0
Bi-Cultural Hebrew Academy,Non-public,2186 High Ridge Road,Stamford,06903,Fairfield,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Davenport Ridge Elementary,Public,1300 Newfield Ave.,Stamford,06905,Fairfield,98.4,98.4,98.4,98.4,99.2,96.9,94.5,0.0,0.8,0.8
First United Methodist Church School,Non-public,42 Cross Road,Stamford,06905,Fairfield,,,,,,,,,,
Hart Magnet Elementary,Public,61 Adams Ave,Stamford,06902,Fairfield,98.1,100.0,99.1,100.0,97.2,98.1,94.4,0.0,0.0,0.0
Julia A Stark,Public,398 Glenbrook Road,Stamford,06906,Fairfield,96.0,96.0,95.0,95.0,96.0,97.0,94.0,1.0,2.0,3.0
King,Non-public,1450 Newfield Avenue,Stamford,06905,Fairfield,,,,,,,,,,
KT Murphy,Public,19 Horton Street,Stamford,06902,Fairfield,100.0,100.0,98.8,100.0,97.6,98.8,96.4,0.0,0.0,0.0
Mater Salvatoris,Non-public,926 Newfield Avenue,Stamford,06905,Fairfield,73.5,73.5,73.5,76.5,73.5,76.5,73.5,14.7,5.9,20.6
Newfield Elementary School,Public,345 Pepper Ridge Rd,Stamford,06905,Fairfield,100.0,97.9,97.9,98.9,100.0,98.9,95.8,0.0,0.0,0.0
Northeast Elementary,Public,82 Scofieldtown Rd,Stamford,06903,Fairfield,97.6,97.6,96.4,97.6,96.4,97.6,96.4,0.0,2.4,2.4
Our Lady of Grace-Kindergarten,Non-public,635 Glenbrook Rd,Stamford,06906,Fairfield,,,,,,,,,,
Rogers International School,Public,202 Blachley Road,Stamford,06902,Fairfield,98.8,98.8,98.8,98.8,98.8,98.8,98.8,1.2,0.0,1.2
Roxbury School,Public,751 West Hill Road,Stamford,06902,Fairfield,96.6,97.7,96.6,95.5,97.7,96.6,93.2,1.1,1.1,2.3
Springdale Elementary School,Public,1127 Hope Street,Stamford,06907,Fairfield,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Stamford Charter School For Excellence,Non-public,1 Schuyler Avenue,Stamford,06902,Fairfield,96.9,96.9,62.5,96.9,62.5,96.9,62.5,0.0,0.0,0.0
Stillmeadow Elementary School,Public,800 Stillwater Road,Stamford,06902,Fairfield,100.0,99.0,100.0,100.0,99.0,100.0,98.0,0.0,0.0,0.0
Strawberry Hill School,Public,200 Strawberry Hill Ave,Stamford,06902,Fairfield,100.0,100.0,98.9,97.9,98.9,100.0,97.9,0.0,0.0,0.0
The Catholic Academy of Stamford,Non-public,1186 Newfield Ave,Stamford,06905,Fairfield,94.1,94.1,91.2,94.1,94.1,94.1,91.2,0.0,5.9,5.9
The Children's School,Non-public,118 Scofield Town Road,Stamford,06903,Fairfield,,,,,,,,,,
The Long Ridge School,Non-public,478 Erskine Road,Stamford,06903,Fairfield,,,,,,,,,,
The Mead School,Non-public,1095 Riverbank Road,Stamford,06903,Fairfield,,,,,,,,,,
Toquam Magnet Elementary School,Public,123 Ridgewood Ave,Stamford,06907,Fairfield,99.0,99.0,98.0,99.0,99.0,99.0,97.0,0.0,0.0,0.0
Waterside School,Non-public,770 Pacific Street,Stamford,06902,Fairfield,,,,,,,,,,
Westover School,Public,412 Stillwater Ave,Stamford,06902,Fairfield,97.9,97.9,97.9,97.9,97.9,97.9,97.9,1.0,1.0,2.1
Sterling Community School,Public,251 Sterling Road,Sterling,06377,Windham,,,,,,,,,,
Deans Mill School,Public,35 Deans Mill Rd,Stonington,06378,New London,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Pine Point School,Non-public,89 Barnes Road,Stonington,06378,New London,,,,,,,,,,
Chapel Street Elementary School,Public,380 Chapel Street,Stratford,06614,Fairfield,89.2,89.2,94.6,94.6,91.9,91.9,83.8,0.0,0.0,0.0
Eli Whitney Elementary,Public,1130 Huntington Rd,Stratford,06614,Fairfield,89.6,89.6,89.6,89.6,89.6,89.6,89.6,1.5,0.0,1.5
Franklin Elementary School,Public,1895 Barnum Ave,Stratford,06614,Fairfield,100.0,100.0,100.0,100.0,100.0,95.0,95.0,0.0,0.0,0.0
Lordship Elementary,Public,254 Crown St,Stratford,06615,Fairfield,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Nichols Elementary,Public,396 Nichols Ave,Stratford,06614,Fairfield,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Second Hill Lane Elementary School,Public,65 Second Hill Lane,Stratford,06614,Fairfield,91.5,86.6,90.2,98.8,89.0,92.7,81.7,0.0,0.0,0.0
St. Mark School,Non-public,500 Wigwam Lane,Stratford,06614,Fairfield,,,,,,,,,,
Wilcoxson Elementary School,Public,600 Wilcoxson Ave,Stratford,06614,Fairfield,97.6,100.0,100.0,100.0,100.0,97.6,95.2,0.0,0.0,0.0
Sacred Heart School,Non-public,15 Hunters Ave,Taftville,06380,New London,,,,,,,,,,
Wequonnoc Magnet Elementary,Public,155 Providence St.,Taftville,06380,New London,,,,,,,,,,
Tariffville School,Public,42 Winthrop St.,Tariffville,06081,Hartford,97.1,97.1,100.0,100.0,100.0,100.0,97.1,0.0,0.0,0.0
Black Rock,Public,57 Branch Rd,Thomaston,06787,Litchfield,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Birch Grove Primary School,Public,247 Rhodes Road,Tolland,06084,Tolland,99.3,99.3,99.3,100.0,99.3,100.0,99.3,0.0,0.0,0.0
ST. JOHN PAUL THE GREAT ACADEMY,Non-public,360 PROSPECT ST,Torrington,06790,Litchfield,,,,,,,,,,
Torringford School,Public,800 Charles Street,Torrington,06790,Litchfield,98.7,98.7,96.7,98.7,97.4,97.4,93.5,0.0,0.0,0.0
Vogel Wetmore,Public,68 Church Street,Torrington,06790,Litchfield,98.6,99.3,99.3,99.3,99.3,99.3,98.6,0.0,0.7,0.7
Booth Hill School,Public,545 Booth Hill Road,Trumbull,06611,Fairfield,100.0,98.5,100.0,100.0,100.0,100.0,98.5,0.0,0.0,0.0
Christian Heritage School,Non-public,575 White Plains Rd,Trumbull,06611,Fairfield,97.5,97.5,97.5,95.0,97.5,95.0,95.0,0.0,2.5,2.5
cooperative educational services,Public,25 Oakview Dr,Trumbull,06611,Fairfield,,,,,,,,,,
Daniels Farm Elementary,Public,710 Daniels Farm Rd,Trumbull,06611,Fairfield,94.2,94.2,94.2,97.7,95.3,95.3,91.9,0.0,1.2,1.2
Frenchtown Elementary School,Public,30,Trumbull,06611,Fairfield,90.8,89.5,94.7,96.1,96.1,96.1,84.2,0.0,2.6,2.6
Jane Ryan Elementary School,Public,190 Park Lane,Trumbull,06614,Fairfield,100.0,100.0,100.0,100.0,100.0,95.1,95.1,0.0,0.0,0.0
Middlebrook Elementary,Public,220 Middlebrooks Ave,Trumbull,06611,Fairfield,96.9,98.4,98.4,95.3,96.9,95.3,93.8,0.0,1.6,1.6
St Catherine of Siena School,Non-public,190 Shelton Rd,Trumbull,06611,Fairfield,,,,,,,,,,
St. Vincent's Special Needs School,Non-public,95 Merritt Blvd,Trumbull,06611,Fairfield,,,,,,,,,,
Tashua Elementary,Public,401 stonehouse rd,Trumbull,06611,Fairfield,98.2,98.2,98.2,98.2,98.2,96.5,96.5,0.0,1.8,1.8
Bradley School New London Regional,Non-public,26 Maple Avenue,Uncasville,06382,New London,,,,,,,,,,
Mohegan,Public,49 Golden Rd.,Uncasville,06382,New London,98.2,98.2,98.2,100.0,98.2,98.2,94.5,0.0,0.0,0.0
Union School,Public,18 Kinney Hollow Road,Union,06076,Tolland,,,,,,,,,,
Union Elementary,Public,173 School St,Unionville,06085,Hartford,97.8,97.8,97.8,97.8,97.8,97.8,97.8,0.0,2.2,2.2
West District Elementary School,Public,114 West District Road,Unionville,06085,Hartford,100.0,98.4,100.0,100.0,100.0,100.0,98.4,0.0,0.0,0.0
Center Road School,Public,20 Center Road,Vernon,06066,Tolland,98.5,97.0,98.5,98.5,98.5,98.5,97.0,1.5,0.0,1.5
Lake Street School,Public,201 Lake Street,Vernon,06066,Tolland,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Maple Street School,Public,20 Maple St.,Vernon,06066,Tolland,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Northeast School,Public,69 East St,Vernon,06066,Tolland,100.0,97.4,100.0,100.0,97.4,97.4,97.4,0.0,0.0,0.0
Skinner Road School,Public,90 Skinner Road,Vernon,06066,Tolland,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Voluntown Elementary School,Public,195 Main Street,Voluntown,06384,Windham,,,,,,,,,,
Cook Hill Elementary School,Public,57 Hall Road,Wallingford,06492,New Haven,100.0,98.8,98.8,100.0,100.0,100.0,97.6,0.0,0.0,0.0
Highland Elementary School,Public,200 Highland Ave,Wallingford,06492,New Haven,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Holy Trinity School,Non-public,11 North Whittlesey Avenue,Wallingford,06492,New Haven,,,,,,,,,,
Moses Y. Beach Elementary School,Public,340 N Main St,Wallingford,06492,New Haven,98.8,98.8,98.8,98.8,98.8,98.8,97.6,0.0,1.2,1.2
Stevens Elementary School,Public,18 Kondracki Lane,Wallingford,06492,New Haven,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Warren School,Public,21 Sackett Hill Rd,Warren,06754,Litchfield,,,,,,,,,,
Washington Primary School,Public,11 School Street,Washington,06794,Litchfield,,,,,,,,,,
Rumsey Hall School,Non-public,201 Romford Road,Washington Depot,06794,Litchfield,,,,,,,,,,
B.W. Tinker Elementary School,Public,809 Highland Avenue,Waterbury,06708,New Haven,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Brass City Charter School,Non-public,289 Willow St,Waterbury,06710,New Haven,88.6,88.6,91.4,100.0,91.4,91.4,88.6,0.0,0.0,0.0
Bucks Hill Elementary,Public,300 Bucks Hill Road-,Waterbury,06702,New Haven,94.6,87.5,87.5,98.2,93.8,96.4,65.2,0.0,0.0,0.0
Bunker Hill Elementary,Public,170 Bunker Hill Avenue,Waterbury,06708,New Haven,96.1,94.8,90.9,89.6,85.7,93.5,67.5,0.0,1.3,1.3
Carrington,Public,24 Kenmore Ave,Waterbury,06708,New Haven,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Catholic Academy,Non-public,386 Robinwood Road,Waterbury,06708,New Haven,,,,,,,,,,
Driggs Elementary School,Public,77 Woodlawn Terr,Waterbury,06701,New Haven,94.9,94.9,93.6,98.7,93.6,94.9,88.5,0.0,0.0,0.0
Duggan,Public,38 West Porter Street,Waterbury,06708,New Haven,98.4,96.8,98.4,96.8,98.4,98.4,96.8,1.6,0.0,1.6
GILMARTIN ELEMENTARY,Public,94 SPRINGLAKE ROAD,Waterbury,06706,New Haven,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Hopeville,Public,2 Cypress St,Waterbury,06706,New Haven,93.2,93.2,98.9,97.7,98.9,94.3,80.7,0.0,0.0,0.0
HS Chase Elementary,Public,40 Woodtick Road,Waterbury,06705,New Haven,96.9,97.7,98.4,99.2,98.4,95.3,95.3,0.0,0.0,0.0
International dual language,Public,116 Beecher ave,Waterbury,06705,New Haven,97.5,97.5,97.5,97.5,97.5,97.5,97.5,2.5,0.0,2.5
Jonathan Reed Elementary School,Public,33 Griggs Street,Waterbury,06704,New Haven,85.7,85.7,91.8,100.0,91.8,95.9,85.7,0.0,0.0,0.0
Kingsbury Elementary School,Public,220 Columbia Blvd,Waterbury,06710,New Haven,85.0,86.7,88.3,93.3,88.3,93.3,80.0,0.0,0.0,0.0
M.M. Generali,Public,3196 East Main St.,Waterbury,06708,New Haven,98.8,98.8,100.0,98.8,98.8,98.8,98.8,0.0,0.0,0.0
Maloney Interdistrict Magnet School,Public,233 South Elm Street,Waterbury,06706,New Haven,72.5,72.5,77.5,88.8,77.5,87.5,72.5,0.0,0.0,0.0
Our Lady of Mount Carmel School,Non-public,645 Congress Avenue,Waterbury,06708,New Haven,,,,,,,,,,
Regan Elementary School,Public,2780 North Main st,Waterbury,06704,New Haven,100.0,100.0,100.0,100.0,100.0,94.9,94.9,0.0,0.0,0.0
Rotella,Public,380 Pierpont Rd,Waterbury,06705,New Haven,97.9,97.9,97.9,100.0,97.9,100.0,97.9,0.0,0.0,0.0
Sprague Elementary,Public,1443 Thomaston Avenue,Waterbury,06704,New Haven,95.9,95.9,77.6,95.9,77.6,91.8,71.4,2.0,0.0,2.0
STATE ST,Public,30A CHURCH ST,Waterbury,06702,New Haven,,,,,,,,,,
Walsh Elementary School,Public,55 Dikeman Street,Waterbury,06704,New Haven,100.0,98.1,88.9,100.0,90.7,88.9,66.7,0.0,0.0,0.0
Washington Elementary School,Public,685 Baldwin St,Waterbury,06708,New Haven,97.6,97.6,100.0,97.6,100.0,97.6,97.6,0.0,0.0,0.0
Wendell Cross,Public,1255 Hamilton Avenue,Waterbury,06706,New Haven,98.4,98.4,100.0,100.0,100.0,100.0,98.4,0.0,0.0,0.0
Woodrow Wilson Elementary,Public,235 Birch Street,Waterbury,06704,New Haven,95.8,94.4,87.5,95.8,87.5,95.8,87.5,0.0,0.0,0.0
Yeshiva K'Tana,Non-public,47 Buckingham St,Waterbury,06710,New Haven,94.5,95.9,89.0,89.0,95.9,86.3,79.5,0.0,1.4,1.4
Great Neck Elementary,Public,165 Great Neck Road,Waterford,06385,New London,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Oswegatchie Elementary School,Public,470 Boston Post Road,Waterford,06385,New London,98.0,98.0,98.0,98.0,98.0,98.0,96.0,0.0,2.0,2.0
Latimer Lane Elementary School,Public,33 Moutain View Drive,Weatogue,06089,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Cornwall Consolidated School,Public,5 Cream Hill Road,West Cornwall,06796,Litchfield,,,,,,,,,,
Aiken Elementary School,Public,212 King Philip Drive,West Hartford,06117,Hartford,100.0,100.0,100.0,98.3,98.3,100.0,98.3,0.0,0.0,0.0
Braeburn Elementary School,Public,45 Braeburn Rd,West Hartford,06107,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Bugbee Elementary,Public,1943 Asylum Avenue,West Hartford,06001,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Charter Oak International Academy,Public,425 Oakwood Ave,West Hartford,06110,Hartford,100.0,100.0,100.0,100.0,100.0,98.5,98.5,0.0,0.0,0.0
Duffy Elelmentary,Public,95 Westminster Dr.,West Hartford,06107,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Montessori School of Greater Hartford,Non-public,141 North Main St.,West Hartford,06107,Hartford,,,,,,,,,,
Morley,Public,77 Bretton Road,West Hartford,06119,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
New England Jewish Academy,Non-public,300 Bloomfield Avenue,West Hartford,06117,Hartford,,,,,,,,,,
Norfeldt Elementary,Public,35 Barksdale Road,West Hartford,06117,Hartford,100.0,100.0,96.8,100.0,96.8,98.4,95.2,0.0,0.0,0.0
Renbrook,Non-public,2865 Albany Ave,West Hartford,06117,Hartford,,,,,,,,,,
Saint Thomas the Apostle School,Non-public,25 Dover Road,West Hartford,06119,Hartford,,,,,,,,,,
Smith Stem School,Public,64 Saint James Street,West Hartford,06119,Hartford,93.0,97.7,97.7,97.7,97.7,97.7,93.0,0.0,2.3,2.3
Solomon Schechter Day School,Non-public,26 Buena Vista Road,West Hartford,06107,Hartford,,,,,,,,,,
The American School for the Deaf,Non-public,139 North Main Street,West Hartford,06107,Hartford,,,,,,,,,,
University of Hartford Magnet School,Public,196 Bloomfield AVe,West Hartford,06117,Hartford,98.5,98.5,98.5,98.5,98.5,98.5,98.5,1.5,0.0,1.5
Webster Hill Elementary,Public,125 Webster Hill Blvd,West Hartford,06107,Hartford,100.0,100.0,96.4,98.2,94.6,96.4,92.9,0.0,0.0,0.0
Whiting Lane Elementary,Public,47 Whiting Lane,West Hartford,06119,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Wolcott Elementary School,Public,71 Wolcott Rd,West Hartford,06110,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Edith E. Mackrille,Public,806 Jones Hill Rd,West Haven,06516,New Haven,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Forest Elementary,Public,95 Burwell Road,West Haven,06516,New Haven,98.0,96.0,98.0,99.0,98.0,95.0,92.0,0.0,0.0,0.0
Savin Rock Community School,Public,50 Park Street,West Haven,06516,New Haven,99.0,99.0,99.0,99.0,99.0,98.0,98.0,0.0,0.0,0.0
Seth G. Haley Elementary School,Public,146 South Street,West Haven,06516,New Haven,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
St. Lawrence,Non-public,231 Main Street,West Haven,06516,New Haven,,,,,,,,,,
Washington School,Public,255 Meloy Road,West Haven,06516,New Haven,100.0,100.0,100.0,98.5,100.0,95.6,95.6,0.0,0.0,0.0
Pagels Elementary,Public,26 Benham hill road,West Haven,06516,New Haven,98.6,98.6,98.6,98.6,98.6,98.6,98.6,0.0,1.4,1.4
The Master's School,Non-public,36 Westledge Road,West Simsbury,06092,Hartford,,,,,,,,,,
Tootin Hills,Public,25 Nimrod Road,West Simsbury,06092,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
A. Ward Spaulding Elementary,Public,945 mountain road,West Suffield,06093,Hartford,98.3,98.3,97.5,99.2,98.3,99.2,97.5,0.8,0.0,0.8
Daisy Ingraham School,Public,105 Goodspeed Dr,Westbrook,06498,Middlesex,97.4,97.4,97.4,97.4,97.4,97.4,97.4,2.6,0.0,2.6
Hurlbutt Elementary School,Public,9 School Road,Weston,06883,Fairfield,98.7,98.7,98.7,98.7,98.7,98.7,98.7,0.0,0.0,0.0
Coleytown Elementary School,Public,65 Easton Rd,Westport,06880,Fairfield,98.9,98.9,100.0,100.0,98.9,100.0,98.9,0.0,0.0,0.0
Greens Farms Academy,Non-public,35 Beachside Ave,Westport,06880,Fairfield,,,,,,,,,,
Greens Farms Elementary,Public,17 Morningside Drive So,Westport,06880,Fairfield,100.0,100.0,100.0,100.0,98.8,98.8,98.8,0.0,0.0,0.0
Kings Highway Elementary School,Public,125 Post Road West,Westport,06880,Fairfield,98.8,98.8,100.0,98.8,100.0,98.8,97.6,0.0,0.0,0.0
Saugatuck Elementary School,Public,170 Riverside Avenue,Westport,06880,Fairfield,100.0,100.0,100.0,98.2,100.0,100.0,98.2,0.0,0.0,0.0
AW Hanmer,Public,50 Francis St,Wethersfield,06109,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Charles Wright Elementary School,Public,186 Nott Street,Wethersfield,06109,Hartford,97.6,97.6,97.6,97.6,97.6,97.6,95.2,0.0,0.0,0.0
Corpus Christi School,Non-public,581 Silas Deane Highway,Wethersfield,06109,Hartford,,,,,,,,,,
Emerson Williams Elementary School,Public,461 Wells Road,Wethersfield,06109,Hartford,100.0,100.0,98.4,100.0,100.0,100.0,98.4,0.0,0.0,0.0
