OBJECTID,ID,District_Name,Year,Survey_Type,Vaccine,Metric,Value_Percent,Enrollment
19075,9291,Granada RE-1,2018/2019,School,DTaP,Fully Immunized,99.48,192
19076,9291,Granada RE-1,2018/2019,School,DTaP,Non-Medical Exemption,0.52,192
19077,9291,Granada RE-1,2018/2019,School,HepB,Fully Immunized,100,192
19078,9291,Granada RE-1,2018/2019,School,MMR,Fully Immunized,99.48,192
19079,9291,Granada RE-1,2018/2019,School,MMR,Non-Medical Exemption,0.52,192
19080,9291,Granada RE-1,2018/2019,School,Polio,Fully Immunized,99.48,192
19081,9291,Granada RE-1,2018/2019,School,Polio,Non-Medical Exemption,0.52,192
19082,9291,Granada RE-1,2018/2019,School,Tdap,Fully Immunized,55.73,192
19083,9291,Granada RE-1,2018/2019,School,Tdap,Non-Medical Exemption,1.04,192
19084,9291,Granada RE-1,2018/2019,School,Varicella,Fully Immunized,99.48,192
19085,9291,Granada RE-1,2018/2019,School,Varicella,Non-Medical Exemption,0.52,192
19086,9291,Granada RE-1,2019/2020,Kindergarten,,Summary Compliant,100,9
19087,9291,Granada RE-1,2019/2020,Kindergarten,DTaP,Fully Immunized,100,9
19088,9291,Granada RE-1,2019/2020,Kindergarten,HepB,Fully Immunized,100,9
19089,9291,Granada RE-1,2019/2020,Kindergarten,MMR,Fully Immunized,100,9
19090,9291,Granada RE-1,2019/2020,Kindergarten,Polio,Fully Immunized,100,9
19091,9291,Granada RE-1,2019/2020,Kindergarten,Varicella,Fully Immunized,100,9
19092,9291,Granada RE-1,2019/2020,School,,Summary Compliant,100,179
19093,9291,Granada RE-1,2019/2020,School,DTaP,Fully Immunized,98.88,179
19094,9291,Granada RE-1,2019/2020,School,DTaP,Non-Medical Exemption,1.12,179
19095,9291,Granada RE-1,2019/2020,School,HepB,Fully Immunized,100,179
19096,9291,Granada RE-1,2019/2020,School,MMR,Fully Immunized,98.88,179
19097,9291,Granada RE-1,2019/2020,School,MMR,Non-Medical Exemption,1.12,179
19098,9291,Granada RE-1,2019/2020,School,Polio,Fully Immunized,98.88,179
19099,9291,Granada RE-1,2019/2020,School,Polio,Non-Medical Exemption,1.12,179
19100,9291,Granada RE-1,2019/2020,School,Tdap,Fully Immunized,97.98,99
19101,9291,Granada RE-1,2019/2020,School,Tdap,Non-Medical Exemption,2.02,99
19102,9291,Granada RE-1,2019/2020,School,Varicella,Fully Immunized,98.88,179
19103,9291,Granada RE-1,2019/2020,School,Varicella,Non-Medical Exemption,1.12,179
19104,9291,Granada RE-1,2020/2021,Kindergarten,,Summary Compliant,100,13
19105,9291,Granada RE-1,2020/2021,Kindergarten,DTaP,Fully Immunized,100,13
19106,9291,Granada RE-1,2020/2021,Kindergarten,HepB,Fully Immunized,100,13
19107,9291,Granada RE-1,2020/2021,Kindergarten,MMR,Fully Immunized,100,13
19108,9291,Granada RE-1,2020/2021,Kindergarten,Polio,Fully Immunized,100,13
19109,9291,Granada RE-1,2020/2021,Kindergarten,Varicella,Fully Immunized,100,13
19110,9291,Granada RE-1,2020/2021,School,,Summary Compliant,100,176
19111,9291,Granada RE-1,2020/2021,School,DTaP,Fully Immunized,98.86,176
19112,9291,Granada RE-1,2020/2021,School,DTaP,Non-Medical Exemption,1.14,176
19113,9291,Granada RE-1,2020/2021,School,HepB,Fully Immunized,98.86,176
19114,9291,Granada RE-1,2020/2021,School,HepB,Non-Medical Exemption,1.14,176
19115,9291,Granada RE-1,2020/2021,School,MMR,Fully Immunized,98.86,176
19116,9291,Granada RE-1,2020/2021,School,MMR,Non-Medical Exemption,1.14,176
19117,9291,Granada RE-1,2020/2021,School,Polio,Fully Immunized,98.86,176
19118,9291,Granada RE-1,2020/2021,School,Polio,Non-Medical Exemption,1.14,176
19119,9291,Granada RE-1,2020/2021,School,Tdap,Fully Immunized,52.27,176
19120,9291,Granada RE-1,2020/2021,School,Tdap,Non-Medical Exemption,1.14,176
19121,9291,Granada RE-1,2020/2021,School,Varicella,Fully Immunized,98.86,176
19122,9291,Granada RE-1,2020/2021,School,Varicella,Non-Medical Exemption,1.14,176
19123,9291,Granada RE-1,2021/2022,Kindergarten,,Summary Compliant,83.33,18
19124,9291,Granada RE-1,2021/2022,Kindergarten,DTaP,Fully Immunized,83.33,18
19125,9291,Granada RE-1,2021/2022,Kindergarten,DTaP,IncompleteRecordCount,16.67,18
19126,9291,Granada RE-1,2021/2022,Kindergarten,HepB,Fully Immunized,88.89,18
19127,9291,Granada RE-1,2021/2022,Kindergarten,HepB,IncompleteRecordCount,11.11,18
19128,9291,Granada RE-1,2021/2022,Kindergarten,MMR,Fully Immunized,83.33,18
19129,9291,Granada RE-1,2021/2022,Kindergarten,MMR,IncompleteRecordCount,16.67,18
19130,9291,Granada RE-1,2021/2022,Kindergarten,Polio,Fully Immunized,83.33,18
19131,9291,Granada RE-1,2021/2022,Kindergarten,Polio,IncompleteRecordCount,16.67,18
19132,9291,Granada RE-1,2021/2022,Kindergarten,Varicella,Fully Immunized,83.33,18
19133,9291,Granada RE-1,2021/2022,Kindergarten,Varicella,IncompleteRecordCount,16.67,18
19134,9291,Granada RE-1,2021/2022,School,,Summary Compliant,98.31,178
19135,9291,Granada RE-1,2021/2022,School,DTaP,Fully Immunized,97.75,178
19136,9291,Granada RE-1,2021/2022,School,DTaP,IncompleteRecordCount,1.69,178
19137,9291,Granada RE-1,2021/2022,School,DTaP,Non-Medical Exemption,0.56,178
19138,9291,Granada RE-1,2021/2022,School,HepB,Fully Immunized,98.31,178
19139,9291,Granada RE-1,2021/2022,School,HepB,IncompleteRecordCount,1.69,178
19140,9291,Granada RE-1,2021/2022,School,MMR,Fully Immunized,97.75,178
19141,9291,Granada RE-1,2021/2022,School,MMR,IncompleteRecordCount,1.69,178
19142,9291,Granada RE-1,2021/2022,School,MMR,Non-Medical Exemption,0.56,178
19143,9291,Granada RE-1,2021/2022,School,Polio,Fully Immunized,97.75,178
19144,9291,Granada RE-1,2021/2022,School,Polio,IncompleteRecordCount,1.69,178
19145,9291,Granada RE-1,2021/2022,School,Polio,Non-Medical Exemption,0.56,178
19146,9291,Granada RE-1,2021/2022,School,Tdap,Fully Immunized,96.88,96
19147,9291,Granada RE-1,2021/2022,School,Tdap,Non-Medical Exemption,3.13,96
19148,9291,Granada RE-1,2021/2022,School,Varicella,Fully Immunized,97.75,178
19149,9291,Granada RE-1,2021/2022,School,Varicella,IncompleteRecordCount,1.69,178
19150,9291,Granada RE-1,2021/2022,School,Varicella,Non-Medical Exemption,0.56,178
19151,9291,Granada RE-1,2022/2023,Kindergarten,,Summary Compliant,100,15
19152,9291,Granada RE-1,2022/2023,Kindergarten,DTaP,Fully Immunized,93.33,15
19153,9291,Granada RE-1,2022/2023,Kindergarten,DTaP,Non-Medical Exemption,6.67,15
19154,9291,Granada RE-1,2022/2023,Kindergarten,HepB,Fully Immunized,93.33,15
19155,9291,Granada RE-1,2022/2023,Kindergarten,HepB,Non-Medical Exemption,6.67,15
19156,9291,Granada RE-1,2022/2023,Kindergarten,MMR,Fully Immunized,93.33,15
19157,9291,Granada RE-1,2022/2023,Kindergarten,MMR,Non-Medical Exemption,6.67,15
19158,9291,Granada RE-1,2022/2023,Kindergarten,Polio,Fully Immunized,93.33,15
19159,9291,Granada RE-1,2022/2023,Kindergarten,Polio,Non-Medical Exemption,6.67,15
19160,9291,Granada RE-1,2022/2023,Kindergarten,Varicella,Fully Immunized,93.33,15
19161,9291,Granada RE-1,2022/2023,Kindergarten,Varicella,Non-Medical Exemption,6.67,15
19162,9291,Granada RE-1,2022/2023,School,,Summary Compliant,100,196
19163,9291,Granada RE-1,2022/2023,School,DTaP,Fully Immunized,94.9,196
19164,9291,Granada RE-1,2022/2023,School,DTaP,Non-Medical Exemption,5.1,196
19165,9291,Granada RE-1,2022/2023,School,HepB,Fully Immunized,94.9,196
19166,9291,Granada RE-1,2022/2023,School,HepB,Non-Medical Exemption,5.1,196
19167,9291,Granada RE-1,2022/2023,School,MMR,Fully Immunized,94.9,196
19168,9291,Granada RE-1,2022/2023,School,MMR,Non-Medical Exemption,5.1,196
19169,9291,Granada RE-1,2022/2023,School,Polio,Fully Immunized,94.9,196
19170,9291,Granada RE-1,2022/2023,School,Polio,Non-Medical Exemption,5.1,196
19171,9291,Granada RE-1,2022/2023,School,Tdap,Fully Immunized,52.55,196
19172,9291,Granada RE-1,2022/2023,School,Tdap,Non-Medical Exemption,3.06,196
19173,9291,Granada RE-1,2022/2023,School,Varicella,Fully Immunized,94.9,196
19174,9291,Granada RE-1,2022/2023,School,Varicella,Non-Medical Exemption,5.1,196
19175,9291,Granada RE-1,2023/2024,Kindergarten,,Summary Compliant,100,13
19176,9291,Granada RE-1,2023/2024,Kindergarten,DTaP,Fully Immunized,100,13
19177,9291,Granada RE-1,2023/2024,Kindergarten,HepB,Fully Immunized,100,13
19178,9291,Granada RE-1,2023/2024,Kindergarten,MMR,Fully Immunized,100,13
19179,9291,Granada RE-1,2023/2024,Kindergarten,Polio,Fully Immunized,100,13
19180,9291,Granada RE-1,2023/2024,Kindergarten,Varicella,Fully Immunized,100,13
19181,9291,Granada RE-1,2023/2024,School,,Summary Compliant,100,188
19182,9291,Granada RE-1,2023/2024,School,DTaP,Fully Immunized,95.21,188
19183,9291,Granada RE-1,2023/2024,School,DTaP,Non-Medical Exemption,4.79,188
19184,9291,Granada RE-1,2023/2024,School,HepB,Fully Immunized,95.74,188
19185,9291,Granada RE-1,2023/2024,School,HepB,Non-Medical Exemption,4.26,188
19186,9291,Granada RE-1,2023/2024,School,MMR,Fully Immunized,95.21,188
19187,9291,Granada RE-1,2023/2024,School,MMR,Non-Medical Exemption,4.79,188
19188,9291,Granada RE-1,2023/2024,School,Polio,Fully Immunized,95.21,188
19189,9291,Granada RE-1,2023/2024,School,Polio,Non-Medical Exemption,4.79,188
19190,9291,Granada RE-1,2023/2024,School,Tdap,Fully Immunized,95.21,188
19191,9291,Granada RE-1,2023/2024,School,Tdap,Non-Medical Exemption,4.79,188
19192,9291,Granada RE-1,2023/2024,School,Varicella,Fully Immunized,95.21,188
19193,9291,Granada RE-1,2023/2024,School,Varicella,Non-Medical Exemption,4.79,188
19194,9292,Greeley 6,2017/2018,Kindergarten,,Summary Compliant,96.59,1846
19195,9292,Greeley 6,2017/2018,Kindergarten,DTaP,Fully Immunized,94.64,1846
19196,9292,Greeley 6,2017/2018,Kindergarten,DTaP,In Process,0.54,1846
19197,9292,Greeley 6,2017/2018,Kindergarten,DTaP,IncompleteRecordCount,2.28,1846
19198,9292,Greeley 6,2017/2018,Kindergarten,DTaP,Medical Exemption,0.05,1846
19199,9292,Greeley 6,2017/2018,Kindergarten,DTaP,Non-Medical Exemption,2.28,1846
19200,9292,Greeley 6,2017/2018,Kindergarten,HepB,Fully Immunized,96.32,1846
19201,9292,Greeley 6,2017/2018,Kindergarten,HepB,In Process,0.33,1846
19202,9292,Greeley 6,2017/2018,Kindergarten,HepB,IncompleteRecordCount,0.98,1846
19203,9292,Greeley 6,2017/2018,Kindergarten,HepB,Non-Medical Exemption,2.22,1846
19204,9292,Greeley 6,2017/2018,Kindergarten,MMR,Fully Immunized,94.04,1846
19205,9292,Greeley 6,2017/2018,Kindergarten,MMR,In Process,0.22,1846
19206,9292,Greeley 6,2017/2018,Kindergarten,MMR,IncompleteRecordCount,2.28,1846
19207,9292,Greeley 6,2017/2018,Kindergarten,MMR,Medical Exemption,0.05,1846
19208,9292,Greeley 6,2017/2018,Kindergarten,MMR,Non-Medical Exemption,2.55,1846
19209,9292,Greeley 6,2017/2018,Kindergarten,Polio,Fully Immunized,94.69,1846
19210,9292,Greeley 6,2017/2018,Kindergarten,Polio,In Process,0.33,1846
19211,9292,Greeley 6,2017/2018,Kindergarten,Polio,IncompleteRecordCount,2.06,1846
19212,9292,Greeley 6,2017/2018,Kindergarten,Polio,Non-Medical Exemption,2.33,1846
19213,9292,Greeley 6,2017/2018,Kindergarten,Varicella,Fully Immunized,93.66,1846
19214,9292,Greeley 6,2017/2018,Kindergarten,Varicella,In Process,0.43,1846
19215,9292,Greeley 6,2017/2018,Kindergarten,Varicella,IncompleteRecordCount,2.65,1846
19216,9292,Greeley 6,2017/2018,Kindergarten,Varicella,Non-Medical Exemption,2.44,1846
19217,9292,Greeley 6,2017/2018,School,,Summary Compliant,98.06,22525
19218,9292,Greeley 6,2017/2018,School,DTaP,Fully Immunized,96.34,22525
19219,9292,Greeley 6,2017/2018,School,DTaP,In Process,0.19,22525
19220,9292,Greeley 6,2017/2018,School,DTaP,IncompleteRecordCount,0.78,22525
19221,9292,Greeley 6,2017/2018,School,DTaP,Medical Exemption,0.06,22525
19222,9292,Greeley 6,2017/2018,School,DTaP,Non-Medical Exemption,1.42,22525
19223,9292,Greeley 6,2017/2018,School,HepB,Fully Immunized,97.43,22525
19224,9292,Greeley 6,2017/2018,School,HepB,In Process,0.25,22525
19225,9292,Greeley 6,2017/2018,School,HepB,IncompleteRecordCount,0.63,22525
19226,9292,Greeley 6,2017/2018,School,HepB,Medical Exemption,0.05,22525
19227,9292,Greeley 6,2017/2018,School,HepB,Non-Medical Exemption,1.44,22525
19228,9292,Greeley 6,2017/2018,School,MMR,Fully Immunized,97.34,22525
19229,9292,Greeley 6,2017/2018,School,MMR,In Process,0.08,22525
19230,9292,Greeley 6,2017/2018,School,MMR,IncompleteRecordCount,0.63,22525
19231,9292,Greeley 6,2017/2018,School,MMR,Medical Exemption,0.08,22525
19232,9292,Greeley 6,2017/2018,School,MMR,Non-Medical Exemption,1.47,22525
19233,9292,Greeley 6,2017/2018,School,Polio,Fully Immunized,97.29,22525
19234,9292,Greeley 6,2017/2018,School,Polio,In Process,0.21,22525
19235,9292,Greeley 6,2017/2018,School,Polio,IncompleteRecordCount,0.7,22525
19236,9292,Greeley 6,2017/2018,School,Polio,Medical Exemption,0.04,22525
19237,9292,Greeley 6,2017/2018,School,Polio,Non-Medical Exemption,1.45,22525
19238,9292,Greeley 6,2017/2018,School,Tdap,Fully Immunized,67.01,16328
19239,9292,Greeley 6,2017/2018,School,Tdap,In Process,0.03,16328
19240,9292,Greeley 6,2017/2018,School,Tdap,IncompleteRecordCount,1.08,16328
19241,9292,Greeley 6,2017/2018,School,Tdap,Medical Exemption,0.02,16328
19242,9292,Greeley 6,2017/2018,School,Tdap,Non-Medical Exemption,1.19,16328
19243,9292,Greeley 6,2017/2018,School,Varicella,Fully Immunized,96.75,22525
19244,9292,Greeley 6,2017/2018,School,Varicella,In Process,0.22,22525
19245,9292,Greeley 6,2017/2018,School,Varicella,IncompleteRecordCount,0.9,22525
19246,9292,Greeley 6,2017/2018,School,Varicella,Medical Exemption,0.12,22525
19247,9292,Greeley 6,2017/2018,School,Varicella,Non-Medical Exemption,1.66,22525
19248,9292,Greeley 6,2018/2019,Kindergarten,,Summary Compliant,95.57,1830
19249,9292,Greeley 6,2018/2019,Kindergarten,DTaP,Fully Immunized,92.51,1830
19250,9292,Greeley 6,2018/2019,Kindergarten,DTaP,In Process,0.93,1830
19251,9292,Greeley 6,2018/2019,Kindergarten,DTaP,IncompleteRecordCount,3.06,1830
19252,9292,Greeley 6,2018/2019,Kindergarten,DTaP,Non-Medical Exemption,2.9,1830
19253,9292,Greeley 6,2018/2019,Kindergarten,HepB,Fully Immunized,95.36,1830
19254,9292,Greeley 6,2018/2019,Kindergarten,HepB,In Process,0.66,1830
19255,9292,Greeley 6,2018/2019,Kindergarten,HepB,IncompleteRecordCount,1.48,1830
19256,9292,Greeley 6,2018/2019,Kindergarten,HepB,Non-Medical Exemption,1.91,1830
19257,9292,Greeley 6,2018/2019,Kindergarten,MMR,Fully Immunized,93.44,1830
19258,9292,Greeley 6,2018/2019,Kindergarten,MMR,In Process,0.38,1830
19259,9292,Greeley 6,2018/2019,Kindergarten,MMR,IncompleteRecordCount,2.51,1830
19260,9292,Greeley 6,2018/2019,Kindergarten,MMR,Medical Exemption,0.05,1830
19261,9292,Greeley 6,2018/2019,Kindergarten,MMR,Non-Medical Exemption,2.68,1830
19262,9292,Greeley 6,2018/2019,Kindergarten,Polio,Fully Immunized,92.68,1830
19263,9292,Greeley 6,2018/2019,Kindergarten,Polio,In Process,0.66,1830
19264,9292,Greeley 6,2018/2019,Kindergarten,Polio,IncompleteRecordCount,2.95,1830
19265,9292,Greeley 6,2018/2019,Kindergarten,Polio,Non-Medical Exemption,3.01,1830
19266,9292,Greeley 6,2018/2019,Kindergarten,Varicella,Fully Immunized,92.3,1830
19267,9292,Greeley 6,2018/2019,Kindergarten,Varicella,In Process,0.55,1830
19268,9292,Greeley 6,2018/2019,Kindergarten,Varicella,IncompleteRecordCount,3.11,1830
19269,9292,Greeley 6,2018/2019,Kindergarten,Varicella,Medical Exemption,0.05,1830
19270,9292,Greeley 6,2018/2019,Kindergarten,Varicella,Non-Medical Exemption,2.9,1830
19271,9292,Greeley 6,2018/2019,School,,Summary Compliant,97.91,22462
19272,9292,Greeley 6,2018/2019,School,DTaP,Fully Immunized,96.3,22462
19273,9292,Greeley 6,2018/2019,School,DTaP,In Process,0.28,22462
19274,9292,Greeley 6,2018/2019,School,DTaP,IncompleteRecordCount,0.71,22462
19275,9292,Greeley 6,2018/2019,School,DTaP,Medical Exemption,0.05,22462
19276,9292,Greeley 6,2018/2019,School,DTaP,Non-Medical Exemption,1.5,22462
19277,9292,Greeley 6,2018/2019,School,HepB,Fully Immunized,97.49,22462
19278,9292,Greeley 6,2018/2019,School,HepB,In Process,0.25,22462
19279,9292,Greeley 6,2018/2019,School,HepB,IncompleteRecordCount,0.59,22462
19280,9292,Greeley 6,2018/2019,School,HepB,Medical Exemption,0.06,22462
19281,9292,Greeley 6,2018/2019,School,HepB,Non-Medical Exemption,1.35,22462
19282,9292,Greeley 6,2018/2019,School,MMR,Fully Immunized,97.22,22462
19283,9292,Greeley 6,2018/2019,School,MMR,In Process,0.12,22462
19284,9292,Greeley 6,2018/2019,School,MMR,IncompleteRecordCount,0.65,22462
19285,9292,Greeley 6,2018/2019,School,MMR,Medical Exemption,0.08,22462
19286,9292,Greeley 6,2018/2019,School,MMR,Non-Medical Exemption,1.49,22462
19287,9292,Greeley 6,2018/2019,School,Polio,Fully Immunized,97.06,22462
19288,9292,Greeley 6,2018/2019,School,Polio,In Process,0.22,22462
19289,9292,Greeley 6,2018/2019,School,Polio,IncompleteRecordCount,0.8,22462
19290,9292,Greeley 6,2018/2019,School,Polio,Medical Exemption,0.05,22462
19291,9292,Greeley 6,2018/2019,School,Polio,Non-Medical Exemption,1.49,22462
19292,9292,Greeley 6,2018/2019,School,Tdap,Fully Immunized,70.75,16435
19293,9292,Greeley 6,2018/2019,School,Tdap,In Process,0.03,16435
19294,9292,Greeley 6,2018/2019,School,Tdap,IncompleteRecordCount,1.27,16435
19295,9292,Greeley 6,2018/2019,School,Tdap,Medical Exemption,0.04,16435
19296,9292,Greeley 6,2018/2019,School,Tdap,Non-Medical Exemption,1.12,16435
19297,9292,Greeley 6,2018/2019,School,Varicella,Fully Immunized,96.63,22462
19298,9292,Greeley 6,2018/2019,School,Varicella,In Process,0.24,22462
19299,9292,Greeley 6,2018/2019,School,Varicella,IncompleteRecordCount,0.95,22462
19300,9292,Greeley 6,2018/2019,School,Varicella,Medical Exemption,0.11,22462
19301,9292,Greeley 6,2018/2019,School,Varicella,Non-Medical Exemption,1.65,22462
19302,9292,Greeley 6,2019/2020,Kindergarten,,Summary Compliant,97.23,1877
19303,9292,Greeley 6,2019/2020,Kindergarten,DTaP,Fully Immunized,95.1,1877
19304,9292,Greeley 6,2019/2020,Kindergarten,DTaP,In Process,0.69,1877
19305,9292,Greeley 6,2019/2020,Kindergarten,DTaP,IncompleteRecordCount,1.39,1877
19306,9292,Greeley 6,2019/2020,Kindergarten,DTaP,Non-Medical Exemption,2.34,1877
19307,9292,Greeley 6,2019/2020,Kindergarten,HepB,Fully Immunized,95.95,1877
19308,9292,Greeley 6,2019/2020,Kindergarten,HepB,In Process,0.43,1877
19309,9292,Greeley 6,2019/2020,Kindergarten,HepB,IncompleteRecordCount,0.91,1877
19310,9292,Greeley 6,2019/2020,Kindergarten,HepB,Medical Exemption,0.05,1877
19311,9292,Greeley 6,2019/2020,Kindergarten,HepB,Non-Medical Exemption,2.18,1877
19312,9292,Greeley 6,2019/2020,Kindergarten,MMR,Fully Immunized,94.99,1877
19313,9292,Greeley 6,2019/2020,Kindergarten,MMR,In Process,0.05,1877
19314,9292,Greeley 6,2019/2020,Kindergarten,MMR,IncompleteRecordCount,1.6,1877
19315,9292,Greeley 6,2019/2020,Kindergarten,MMR,Non-Medical Exemption,2.18,1877
19316,9292,Greeley 6,2019/2020,Kindergarten,Polio,Fully Immunized,95.1,1877
19317,9292,Greeley 6,2019/2020,Kindergarten,Polio,In Process,0.59,1877
19318,9292,Greeley 6,2019/2020,Kindergarten,Polio,IncompleteRecordCount,1.33,1877
19319,9292,Greeley 6,2019/2020,Kindergarten,Polio,Non-Medical Exemption,2.4,1877
19320,9292,Greeley 6,2019/2020,Kindergarten,Varicella,Fully Immunized,94.14,1877
19321,9292,Greeley 6,2019/2020,Kindergarten,Varicella,In Process,0.75,1877
19322,9292,Greeley 6,2019/2020,Kindergarten,Varicella,IncompleteRecordCount,1.6,1877
19323,9292,Greeley 6,2019/2020,Kindergarten,Varicella,Non-Medical Exemption,2.5,1877
19324,9292,Greeley 6,2019/2020,School,,Summary Compliant,98.3,22520
19325,9292,Greeley 6,2019/2020,School,DTaP,Fully Immunized,96.49,22520
19326,9292,Greeley 6,2019/2020,School,DTaP,In Process,0.32,22520
19327,9292,Greeley 6,2019/2020,School,DTaP,IncompleteRecordCount,0.81,22520
19328,9292,Greeley 6,2019/2020,School,DTaP,Medical Exemption,0.06,22520
19329,9292,Greeley 6,2019/2020,School,DTaP,Non-Medical Exemption,1.28,22520
19330,9292,Greeley 6,2019/2020,School,HepB,Fully Immunized,97.55,22520
19331,9292,Greeley 6,2019/2020,School,HepB,In Process,0.22,22520
19332,9292,Greeley 6,2019/2020,School,HepB,IncompleteRecordCount,0.71,22520
19333,9292,Greeley 6,2019/2020,School,HepB,Medical Exemption,0.08,22520
19334,9292,Greeley 6,2019/2020,School,HepB,Non-Medical Exemption,1.19,22520
19335,9292,Greeley 6,2019/2020,School,MMR,Fully Immunized,97.57,22520
19336,9292,Greeley 6,2019/2020,School,MMR,In Process,0.02,22520
19337,9292,Greeley 6,2019/2020,School,MMR,IncompleteRecordCount,0.6,22520
19338,9292,Greeley 6,2019/2020,School,MMR,Medical Exemption,0.08,22520
19339,9292,Greeley 6,2019/2020,School,MMR,Non-Medical Exemption,1.27,22520
19340,9292,Greeley 6,2019/2020,School,Polio,Fully Immunized,97.27,22520
19341,9292,Greeley 6,2019/2020,School,Polio,In Process,0.26,22520
19342,9292,Greeley 6,2019/2020,School,Polio,IncompleteRecordCount,0.72,22520
19343,9292,Greeley 6,2019/2020,School,Polio,Medical Exemption,0.05,22520
19344,9292,Greeley 6,2019/2020,School,Polio,Non-Medical Exemption,1.27,22520
19345,9292,Greeley 6,2019/2020,School,Tdap,Fully Immunized,68.1,16565
19346,9292,Greeley 6,2019/2020,School,Tdap,IncompleteRecordCount,0.97,16565
19347,9292,Greeley 6,2019/2020,School,Tdap,Medical Exemption,0.05,16565
19348,9292,Greeley 6,2019/2020,School,Tdap,Non-Medical Exemption,0.93,16565
19349,9292,Greeley 6,2019/2020,School,Varicella,Fully Immunized,96.96,22520
19350,9292,Greeley 6,2019/2020,School,Varicella,In Process,0.26,22520
19351,9292,Greeley 6,2019/2020,School,Varicella,IncompleteRecordCount,0.86,22520
19352,9292,Greeley 6,2019/2020,School,Varicella,Medical Exemption,0.1,22520
19353,9292,Greeley 6,2019/2020,School,Varicella,Non-Medical Exemption,1.39,22520
19354,9292,Greeley 6,2020/2021,Kindergarten,,Summary Compliant,94.78,1762
19355,9292,Greeley 6,2020/2021,Kindergarten,DTaP,Fully Immunized,93.93,1762
19356,9292,Greeley 6,2020/2021,Kindergarten,DTaP,In Process,0.4,1762
19357,9292,Greeley 6,2020/2021,Kindergarten,DTaP,IncompleteRecordCount,3.69,1762
19358,9292,Greeley 6,2020/2021,Kindergarten,DTaP,Non-Medical Exemption,1.87,1762
19359,9292,Greeley 6,2020/2021,Kindergarten,HepB,Fully Immunized,95.91,1762
19360,9292,Greeley 6,2020/2021,Kindergarten,HepB,In Process,0.06,1762
19361,9292,Greeley 6,2020/2021,Kindergarten,HepB,IncompleteRecordCount,2.16,1762
19362,9292,Greeley 6,2020/2021,Kindergarten,HepB,Non-Medical Exemption,1.76,1762
19363,9292,Greeley 6,2020/2021,Kindergarten,MMR,Fully Immunized,93.7,1762
19364,9292,Greeley 6,2020/2021,Kindergarten,MMR,In Process,0.06,1762
19365,9292,Greeley 6,2020/2021,Kindergarten,MMR,IncompleteRecordCount,4.03,1762
19366,9292,Greeley 6,2020/2021,Kindergarten,MMR,Medical Exemption,0.17,1762
19367,9292,Greeley 6,2020/2021,Kindergarten,MMR,Non-Medical Exemption,1.93,1762
19368,9292,Greeley 6,2020/2021,Kindergarten,Polio,Fully Immunized,94.1,1762
19369,9292,Greeley 6,2020/2021,Kindergarten,Polio,In Process,0.28,1762
19370,9292,Greeley 6,2020/2021,Kindergarten,Polio,IncompleteRecordCount,3.58,1762
19371,9292,Greeley 6,2020/2021,Kindergarten,Polio,Non-Medical Exemption,1.93,1762
19372,9292,Greeley 6,2020/2021,Kindergarten,Varicella,Fully Immunized,93.42,1762
19373,9292,Greeley 6,2020/2021,Kindergarten,Varicella,In Process,0.06,1762
19374,9292,Greeley 6,2020/2021,Kindergarten,Varicella,IncompleteRecordCount,4.31,1762
19375,9292,Greeley 6,2020/2021,Kindergarten,Varicella,Medical Exemption,0.17,1762
19376,9292,Greeley 6,2020/2021,Kindergarten,Varicella,Non-Medical Exemption,1.93,1762
19377,9292,Greeley 6,2020/2021,School,,Summary Compliant,97.01,21926
19378,9292,Greeley 6,2020/2021,School,DTaP,Fully Immunized,96.8,21926
19379,9292,Greeley 6,2020/2021,School,DTaP,In Process,0.09,21926
19380,9292,Greeley 6,2020/2021,School,DTaP,IncompleteRecordCount,2.03,21926
19381,9292,Greeley 6,2020/2021,School,DTaP,Medical Exemption,0.06,21926
19382,9292,Greeley 6,2020/2021,School,DTaP,Non-Medical Exemption,0.98,21926
19383,9292,Greeley 6,2020/2021,School,HepB,Fully Immunized,97.77,21926
19384,9292,Greeley 6,2020/2021,School,HepB,In Process,0.02,21926
19385,9292,Greeley 6,2020/2021,School,HepB,IncompleteRecordCount,1.16,21926
19386,9292,Greeley 6,2020/2021,School,HepB,Medical Exemption,0.09,21926
19387,9292,Greeley 6,2020/2021,School,HepB,Non-Medical Exemption,0.92,21926
19388,9292,Greeley 6,2020/2021,School,MMR,Fully Immunized,97.4,21926
19389,9292,Greeley 6,2020/2021,School,MMR,In Process,0.01,21926
19390,9292,Greeley 6,2020/2021,School,MMR,IncompleteRecordCount,1.46,21926
19391,9292,Greeley 6,2020/2021,School,MMR,Medical Exemption,0.09,21926
19392,9292,Greeley 6,2020/2021,School,MMR,Non-Medical Exemption,0.99,21926
19393,9292,Greeley 6,2020/2021,School,Polio,Fully Immunized,97.39,21926
19394,9292,Greeley 6,2020/2021,School,Polio,In Process,0.06,21926
19395,9292,Greeley 6,2020/2021,School,Polio,IncompleteRecordCount,1.43,21926
19396,9292,Greeley 6,2020/2021,School,Polio,Medical Exemption,0.06,21926
19397,9292,Greeley 6,2020/2021,School,Polio,Non-Medical Exemption,1,21926
19398,9292,Greeley 6,2020/2021,School,Tdap,Fully Immunized,66.49,16256
19399,9292,Greeley 6,2020/2021,School,Tdap,IncompleteRecordCount,4.55,16256
