OBJECTID,ID,District_Name,Year,Survey_Type,Vaccine,Metric,Value_Percent,Enrollment
1690,9217,Akron R-1,2020/2021,School,DTaP,Non-Medical Exemption,1.07,375
1691,9217,Akron R-1,2020/2021,School,HepB,Fully Immunized,96.8,375
1692,9217,Akron R-1,2020/2021,School,HepB,Medical Exemption,0.27,375
1693,9217,Akron R-1,2020/2021,School,HepB,Non-Medical Exemption,1.07,375
1694,9217,Akron R-1,2020/2021,School,MMR,Fully Immunized,92.53,375
1695,9217,Akron R-1,2020/2021,School,MMR,In Process,3.47,375
1696,9217,Akron R-1,2020/2021,School,MMR,Medical Exemption,0.27,375
1697,9217,Akron R-1,2020/2021,School,MMR,Non-Medical Exemption,1.87,375
1698,9217,Akron R-1,2020/2021,School,Polio,Fully Immunized,94.67,375
1699,9217,Akron R-1,2020/2021,School,Polio,In Process,2.13,375
1700,9217,Akron R-1,2020/2021,School,Polio,Medical Exemption,0.27,375
1701,9217,Akron R-1,2020/2021,School,Polio,Non-Medical Exemption,1.07,375
1702,9217,Akron R-1,2020/2021,School,Tdap,Fully Immunized,42.93,375
1703,9217,Akron R-1,2020/2021,School,Tdap,In Process,1.87,375
1704,9217,Akron R-1,2020/2021,School,Tdap,Medical Exemption,0.27,375
1705,9217,Akron R-1,2020/2021,School,Tdap,Non-Medical Exemption,1.07,375
1706,9217,Akron R-1,2020/2021,School,Varicella,Fully Immunized,92,375
1707,9217,Akron R-1,2020/2021,School,Varicella,In Process,3.73,375
1708,9217,Akron R-1,2020/2021,School,Varicella,Medical Exemption,0.27,375
1709,9217,Akron R-1,2020/2021,School,Varicella,Non-Medical Exemption,2.13,375
1710,9217,Akron R-1,2021/2022,Kindergarten,,Summary Compliant,100,44
1711,9217,Akron R-1,2021/2022,Kindergarten,DTaP,Fully Immunized,90.91,44
1712,9217,Akron R-1,2021/2022,Kindergarten,DTaP,In Process,6.82,44
1713,9217,Akron R-1,2021/2022,Kindergarten,DTaP,Non-Medical Exemption,2.27,44
1714,9217,Akron R-1,2021/2022,Kindergarten,HepB,Fully Immunized,93.18,44
1715,9217,Akron R-1,2021/2022,Kindergarten,HepB,In Process,4.55,44
1716,9217,Akron R-1,2021/2022,Kindergarten,HepB,Non-Medical Exemption,2.27,44
1717,9217,Akron R-1,2021/2022,Kindergarten,MMR,Fully Immunized,84.09,44
1718,9217,Akron R-1,2021/2022,Kindergarten,MMR,In Process,13.64,44
1719,9217,Akron R-1,2021/2022,Kindergarten,MMR,Non-Medical Exemption,2.27,44
1720,9217,Akron R-1,2021/2022,Kindergarten,Polio,Fully Immunized,93.18,44
1721,9217,Akron R-1,2021/2022,Kindergarten,Polio,In Process,4.55,44
1722,9217,Akron R-1,2021/2022,Kindergarten,Polio,Non-Medical Exemption,2.27,44
1723,9217,Akron R-1,2021/2022,Kindergarten,Varicella,Fully Immunized,84.09,44
1724,9217,Akron R-1,2021/2022,Kindergarten,Varicella,In Process,13.64,44
1725,9217,Akron R-1,2021/2022,Kindergarten,Varicella,Non-Medical Exemption,2.27,44
1726,9217,Akron R-1,2021/2022,School,,Summary Compliant,99.74,391
1727,9217,Akron R-1,2021/2022,School,DTaP,Fully Immunized,95.4,391
1728,9217,Akron R-1,2021/2022,School,DTaP,In Process,2.81,391
1729,9217,Akron R-1,2021/2022,School,DTaP,Non-Medical Exemption,1.53,391
1730,9217,Akron R-1,2021/2022,School,HepB,Fully Immunized,96.93,391
1731,9217,Akron R-1,2021/2022,School,HepB,In Process,1.28,391
1732,9217,Akron R-1,2021/2022,School,HepB,Non-Medical Exemption,1.53,391
1733,9217,Akron R-1,2021/2022,School,MMR,Fully Immunized,92.33,391
1734,9217,Akron R-1,2021/2022,School,MMR,In Process,4.86,391
1735,9217,Akron R-1,2021/2022,School,MMR,Non-Medical Exemption,2.56,391
1736,9217,Akron R-1,2021/2022,School,Polio,Fully Immunized,96.93,391
1737,9217,Akron R-1,2021/2022,School,Polio,In Process,1.28,391
1738,9217,Akron R-1,2021/2022,School,Polio,Non-Medical Exemption,1.53,391
1739,9217,Akron R-1,2021/2022,School,Tdap,Fully Immunized,31.46,391
1740,9217,Akron R-1,2021/2022,School,Tdap,In Process,14.07,391
1741,9217,Akron R-1,2021/2022,School,Tdap,Non-Medical Exemption,1.02,391
1742,9217,Akron R-1,2021/2022,School,Varicella,Fully Immunized,92.33,391
1743,9217,Akron R-1,2021/2022,School,Varicella,In Process,4.86,391
1744,9217,Akron R-1,2021/2022,School,Varicella,Non-Medical Exemption,2.56,391
1745,9217,Akron R-1,2022/2023,Kindergarten,,Summary Compliant,96.77,31
1746,9217,Akron R-1,2022/2023,Kindergarten,DTaP,Fully Immunized,96.77,31
1747,9217,Akron R-1,2022/2023,Kindergarten,HepB,Fully Immunized,96.77,31
1748,9217,Akron R-1,2022/2023,Kindergarten,MMR,Fully Immunized,96.77,31
1749,9217,Akron R-1,2022/2023,Kindergarten,Polio,Fully Immunized,96.77,31
1750,9217,Akron R-1,2022/2023,Kindergarten,Varicella,Fully Immunized,96.77,31
1751,9217,Akron R-1,2022/2023,School,,Summary Compliant,99.75,401
1752,9217,Akron R-1,2022/2023,School,DTaP,Fully Immunized,96.01,401
1753,9217,Akron R-1,2022/2023,School,DTaP,In Process,0.75,401
1754,9217,Akron R-1,2022/2023,School,DTaP,Medical Exemption,0.25,401
1755,9217,Akron R-1,2022/2023,School,DTaP,Non-Medical Exemption,2.74,401
1756,9217,Akron R-1,2022/2023,School,HepB,Fully Immunized,96.01,401
1757,9217,Akron R-1,2022/2023,School,HepB,In Process,0.75,401
1758,9217,Akron R-1,2022/2023,School,HepB,Medical Exemption,0.25,401
1759,9217,Akron R-1,2022/2023,School,HepB,Non-Medical Exemption,2.74,401
1760,9217,Akron R-1,2022/2023,School,MMR,Fully Immunized,96.01,401
1761,9217,Akron R-1,2022/2023,School,MMR,In Process,0.75,401
1762,9217,Akron R-1,2022/2023,School,MMR,Medical Exemption,0.25,401
1763,9217,Akron R-1,2022/2023,School,MMR,Non-Medical Exemption,2.74,401
1764,9217,Akron R-1,2022/2023,School,Polio,Fully Immunized,96.01,401
1765,9217,Akron R-1,2022/2023,School,Polio,In Process,0.75,401
1766,9217,Akron R-1,2022/2023,School,Polio,Medical Exemption,0.25,401
1767,9217,Akron R-1,2022/2023,School,Polio,Non-Medical Exemption,2.74,401
1768,9217,Akron R-1,2022/2023,School,Tdap,Fully Immunized,48.63,401
1769,9217,Akron R-1,2022/2023,School,Tdap,In Process,0.25,401
1770,9217,Akron R-1,2022/2023,School,Tdap,Medical Exemption,0.25,401
1771,9217,Akron R-1,2022/2023,School,Tdap,Non-Medical Exemption,2,401
1772,9217,Akron R-1,2022/2023,School,Varicella,Fully Immunized,96.01,401
1773,9217,Akron R-1,2022/2023,School,Varicella,In Process,0.75,401
1774,9217,Akron R-1,2022/2023,School,Varicella,Medical Exemption,0.25,401
1775,9217,Akron R-1,2022/2023,School,Varicella,Non-Medical Exemption,2.74,401
1776,9217,Akron R-1,2023/2024,Kindergarten,,Summary Compliant,100,19
1777,9217,Akron R-1,2023/2024,Kindergarten,DTaP,Fully Immunized,100,19
1778,9217,Akron R-1,2023/2024,Kindergarten,HepB,Fully Immunized,100,19
1779,9217,Akron R-1,2023/2024,Kindergarten,MMR,Fully Immunized,100,19
1780,9217,Akron R-1,2023/2024,Kindergarten,Polio,Fully Immunized,100,19
1781,9217,Akron R-1,2023/2024,Kindergarten,Varicella,Fully Immunized,100,19
1782,9217,Akron R-1,2023/2024,School,,Summary Compliant,100,395
1783,9217,Akron R-1,2023/2024,School,DTaP,Fully Immunized,93.92,395
1784,9217,Akron R-1,2023/2024,School,DTaP,In Process,0.76,395
1785,9217,Akron R-1,2023/2024,School,DTaP,Non-Medical Exemption,5.32,395
1786,9217,Akron R-1,2023/2024,School,HepB,Fully Immunized,94.43,395
1787,9217,Akron R-1,2023/2024,School,HepB,In Process,0.25,395
1788,9217,Akron R-1,2023/2024,School,HepB,Non-Medical Exemption,5.32,395
1789,9217,Akron R-1,2023/2024,School,MMR,Fully Immunized,94.18,395
1790,9217,Akron R-1,2023/2024,School,MMR,In Process,0.51,395
1791,9217,Akron R-1,2023/2024,School,MMR,Non-Medical Exemption,5.32,395
1792,9217,Akron R-1,2023/2024,School,Polio,Fully Immunized,94.68,395
1793,9217,Akron R-1,2023/2024,School,Polio,Non-Medical Exemption,5.32,395
1794,9217,Akron R-1,2023/2024,School,Tdap,Fully Immunized,52.41,395
1795,9217,Akron R-1,2023/2024,School,Tdap,Non-Medical Exemption,5.32,395
1796,9217,Akron R-1,2023/2024,School,Varicella,Fully Immunized,94.18,395
1797,9217,Akron R-1,2023/2024,School,Varicella,In Process,0.51,395
1798,9217,Akron R-1,2023/2024,School,Varicella,Non-Medical Exemption,5.32,395
1799,9218,Alamosa Re-11J,2017/2018,Kindergarten,,Summary Compliant,97.19,178
1800,9218,Alamosa Re-11J,2017/2018,Kindergarten,DTaP,Fully Immunized,81.46,178
1801,9218,Alamosa Re-11J,2017/2018,Kindergarten,DTaP,In Process,14.61,178
1802,9218,Alamosa Re-11J,2017/2018,Kindergarten,DTaP,Non-Medical Exemption,1.12,178
1803,9218,Alamosa Re-11J,2017/2018,Kindergarten,HepB,Fully Immunized,92.7,178
1804,9218,Alamosa Re-11J,2017/2018,Kindergarten,HepB,In Process,3.37,178
1805,9218,Alamosa Re-11J,2017/2018,Kindergarten,HepB,Non-Medical Exemption,1.12,178
1806,9218,Alamosa Re-11J,2017/2018,Kindergarten,MMR,Fully Immunized,81.46,178
1807,9218,Alamosa Re-11J,2017/2018,Kindergarten,MMR,In Process,14.61,178
1808,9218,Alamosa Re-11J,2017/2018,Kindergarten,MMR,Non-Medical Exemption,1.12,178
1809,9218,Alamosa Re-11J,2017/2018,Kindergarten,Polio,Fully Immunized,81.46,178
1810,9218,Alamosa Re-11J,2017/2018,Kindergarten,Polio,In Process,14.61,178
1811,9218,Alamosa Re-11J,2017/2018,Kindergarten,Polio,Non-Medical Exemption,1.12,178
1812,9218,Alamosa Re-11J,2017/2018,Kindergarten,Varicella,Fully Immunized,78.65,178
1813,9218,Alamosa Re-11J,2017/2018,Kindergarten,Varicella,In Process,17.42,178
1814,9218,Alamosa Re-11J,2017/2018,Kindergarten,Varicella,Non-Medical Exemption,1.12,178
1815,9218,Alamosa Re-11J,2017/2018,School,,Summary Compliant,94.15,2342
1816,9218,Alamosa Re-11J,2017/2018,School,DTaP,Fully Immunized,90.52,2342
1817,9218,Alamosa Re-11J,2017/2018,School,DTaP,In Process,3.29,2342
1818,9218,Alamosa Re-11J,2017/2018,School,DTaP,Non-Medical Exemption,0.38,2342
1819,9218,Alamosa Re-11J,2017/2018,School,HepB,Fully Immunized,91.67,2342
1820,9218,Alamosa Re-11J,2017/2018,School,HepB,In Process,2.13,2342
1821,9218,Alamosa Re-11J,2017/2018,School,HepB,Non-Medical Exemption,0.38,2342
1822,9218,Alamosa Re-11J,2017/2018,School,MMR,Fully Immunized,89.62,2342
1823,9218,Alamosa Re-11J,2017/2018,School,MMR,In Process,4.18,2342
1824,9218,Alamosa Re-11J,2017/2018,School,MMR,Non-Medical Exemption,0.38,2342
1825,9218,Alamosa Re-11J,2017/2018,School,Polio,Fully Immunized,90.09,2342
1826,9218,Alamosa Re-11J,2017/2018,School,Polio,In Process,3.71,2342
1827,9218,Alamosa Re-11J,2017/2018,School,Polio,Non-Medical Exemption,0.38,2342
1828,9218,Alamosa Re-11J,2017/2018,School,Tdap,Fully Immunized,75.06,1203
1829,9218,Alamosa Re-11J,2017/2018,School,Tdap,In Process,18.37,1203
1830,9218,Alamosa Re-11J,2017/2018,School,Tdap,IncompleteRecordCount,0.08,1203
1831,9218,Alamosa Re-11J,2017/2018,School,Tdap,Non-Medical Exemption,0.08,1203
1832,9218,Alamosa Re-11J,2017/2018,School,Varicella,Fully Immunized,88.13,2342
1833,9218,Alamosa Re-11J,2017/2018,School,Varicella,In Process,5.59,2342
1834,9218,Alamosa Re-11J,2017/2018,School,Varicella,Non-Medical Exemption,0.47,2342
1835,9218,Alamosa Re-11J,2018/2019,Kindergarten,,Summary Compliant,98.33,180
1836,9218,Alamosa Re-11J,2018/2019,Kindergarten,DTaP,Fully Immunized,85,180
1837,9218,Alamosa Re-11J,2018/2019,Kindergarten,DTaP,In Process,13.33,180
1838,9218,Alamosa Re-11J,2018/2019,Kindergarten,HepB,Fully Immunized,91.67,180
1839,9218,Alamosa Re-11J,2018/2019,Kindergarten,HepB,In Process,6.67,180
1840,9218,Alamosa Re-11J,2018/2019,Kindergarten,MMR,Fully Immunized,85,180
1841,9218,Alamosa Re-11J,2018/2019,Kindergarten,MMR,In Process,13.33,180
1842,9218,Alamosa Re-11J,2018/2019,Kindergarten,Polio,Fully Immunized,85.56,180
1843,9218,Alamosa Re-11J,2018/2019,Kindergarten,Polio,In Process,12.78,180
1844,9218,Alamosa Re-11J,2018/2019,Kindergarten,Varicella,Fully Immunized,82.78,180
1845,9218,Alamosa Re-11J,2018/2019,Kindergarten,Varicella,In Process,15.56,180
1846,9218,Alamosa Re-11J,2018/2019,School,,Summary Compliant,96.65,2356
1847,9218,Alamosa Re-11J,2018/2019,School,DTaP,Fully Immunized,93.17,2356
1848,9218,Alamosa Re-11J,2018/2019,School,DTaP,In Process,3.27,2356
1849,9218,Alamosa Re-11J,2018/2019,School,DTaP,Non-Medical Exemption,0.21,2356
1850,9218,Alamosa Re-11J,2018/2019,School,HepB,Fully Immunized,93.59,2356
1851,9218,Alamosa Re-11J,2018/2019,School,HepB,In Process,2.89,2356
1852,9218,Alamosa Re-11J,2018/2019,School,HepB,Non-Medical Exemption,0.17,2356
1853,9218,Alamosa Re-11J,2018/2019,School,MMR,Fully Immunized,91.21,2356
1854,9218,Alamosa Re-11J,2018/2019,School,MMR,In Process,5.22,2356
1855,9218,Alamosa Re-11J,2018/2019,School,MMR,Non-Medical Exemption,0.21,2356
1856,9218,Alamosa Re-11J,2018/2019,School,Polio,Fully Immunized,91.55,2356
1857,9218,Alamosa Re-11J,2018/2019,School,Polio,In Process,4.88,2356
1858,9218,Alamosa Re-11J,2018/2019,School,Polio,Non-Medical Exemption,0.21,2356
1859,9218,Alamosa Re-11J,2018/2019,School,Tdap,Fully Immunized,77.73,1190
1860,9218,Alamosa Re-11J,2018/2019,School,Tdap,In Process,18.74,1190
1861,9218,Alamosa Re-11J,2018/2019,School,Tdap,Non-Medical Exemption,0.17,1190
1862,9218,Alamosa Re-11J,2018/2019,School,Varicella,Fully Immunized,90.11,2356
1863,9218,Alamosa Re-11J,2018/2019,School,Varicella,In Process,6.28,2356
1864,9218,Alamosa Re-11J,2018/2019,School,Varicella,Non-Medical Exemption,0.25,2356
1865,9218,Alamosa Re-11J,2019/2020,Kindergarten,,Summary Compliant,99.5,199
1866,9218,Alamosa Re-11J,2019/2020,Kindergarten,DTaP,Fully Immunized,85.43,199
1867,9218,Alamosa Re-11J,2019/2020,Kindergarten,DTaP,In Process,14.07,199
1868,9218,Alamosa Re-11J,2019/2020,Kindergarten,HepB,Fully Immunized,93.97,199
1869,9218,Alamosa Re-11J,2019/2020,Kindergarten,HepB,In Process,5.53,199
1870,9218,Alamosa Re-11J,2019/2020,Kindergarten,MMR,Fully Immunized,83.92,199
1871,9218,Alamosa Re-11J,2019/2020,Kindergarten,MMR,In Process,15.58,199
1872,9218,Alamosa Re-11J,2019/2020,Kindergarten,Polio,Fully Immunized,85.43,199
1873,9218,Alamosa Re-11J,2019/2020,Kindergarten,Polio,In Process,14.07,199
1874,9218,Alamosa Re-11J,2019/2020,Kindergarten,Varicella,Fully Immunized,82.91,199
1875,9218,Alamosa Re-11J,2019/2020,Kindergarten,Varicella,In Process,16.58,199
1876,9218,Alamosa Re-11J,2019/2020,School,,Summary Compliant,97.07,2319
1877,9218,Alamosa Re-11J,2019/2020,School,DTaP,Fully Immunized,93.57,2319
1878,9218,Alamosa Re-11J,2019/2020,School,DTaP,In Process,3.23,2319
1879,9218,Alamosa Re-11J,2019/2020,School,DTaP,Non-Medical Exemption,0.26,2319
1880,9218,Alamosa Re-11J,2019/2020,School,HepB,Fully Immunized,94.14,2319
1881,9218,Alamosa Re-11J,2019/2020,School,HepB,In Process,2.72,2319
1882,9218,Alamosa Re-11J,2019/2020,School,HepB,Non-Medical Exemption,0.22,2319
1883,9218,Alamosa Re-11J,2019/2020,School,MMR,Fully Immunized,92.11,2319
1884,9218,Alamosa Re-11J,2019/2020,School,MMR,In Process,4.7,2319
1885,9218,Alamosa Re-11J,2019/2020,School,MMR,Non-Medical Exemption,0.26,2319
1886,9218,Alamosa Re-11J,2019/2020,School,Polio,Fully Immunized,92.24,2319
1887,9218,Alamosa Re-11J,2019/2020,School,Polio,In Process,4.57,2319
1888,9218,Alamosa Re-11J,2019/2020,School,Polio,Non-Medical Exemption,0.26,2319
1889,9218,Alamosa Re-11J,2019/2020,School,Tdap,Fully Immunized,81.4,1161
1890,9218,Alamosa Re-11J,2019/2020,School,Tdap,In Process,14.99,1161
1891,9218,Alamosa Re-11J,2019/2020,School,Tdap,Non-Medical Exemption,0.26,1161
1892,9218,Alamosa Re-11J,2019/2020,School,Varicella,Fully Immunized,91.68,2319
1893,9218,Alamosa Re-11J,2019/2020,School,Varicella,In Process,5.17,2319
1894,9218,Alamosa Re-11J,2019/2020,School,Varicella,Non-Medical Exemption,0.22,2319
1895,9218,Alamosa Re-11J,2020/2021,Kindergarten,,Summary Compliant,98.58,141
1896,9218,Alamosa Re-11J,2020/2021,Kindergarten,DTaP,Fully Immunized,86.52,141
1897,9218,Alamosa Re-11J,2020/2021,Kindergarten,DTaP,In Process,12.06,141
1898,9218,Alamosa Re-11J,2020/2021,Kindergarten,HepB,Fully Immunized,98.58,141
1899,9218,Alamosa Re-11J,2020/2021,Kindergarten,MMR,Fully Immunized,85.11,141
1900,9218,Alamosa Re-11J,2020/2021,Kindergarten,MMR,In Process,13.48,141
1901,9218,Alamosa Re-11J,2020/2021,Kindergarten,Polio,Fully Immunized,86.52,141
1902,9218,Alamosa Re-11J,2020/2021,Kindergarten,Polio,In Process,12.06,141
1903,9218,Alamosa Re-11J,2020/2021,Kindergarten,Varicella,Fully Immunized,82.98,141
1904,9218,Alamosa Re-11J,2020/2021,Kindergarten,Varicella,In Process,15.6,141
1905,9218,Alamosa Re-11J,2020/2021,School,,Summary Compliant,98.04,2138
1906,9218,Alamosa Re-11J,2020/2021,School,DTaP,Fully Immunized,96.45,2138
1907,9218,Alamosa Re-11J,2020/2021,School,DTaP,In Process,1.59,2138
1908,9218,Alamosa Re-11J,2020/2021,School,HepB,Fully Immunized,95.84,2138
1909,9218,Alamosa Re-11J,2020/2021,School,HepB,In Process,2.2,2138
1910,9218,Alamosa Re-11J,2020/2021,School,MMR,Fully Immunized,94.71,2138
1911,9218,Alamosa Re-11J,2020/2021,School,MMR,In Process,3.32,2138
1912,9218,Alamosa Re-11J,2020/2021,School,Polio,Fully Immunized,94.48,2138
1913,9218,Alamosa Re-11J,2020/2021,School,Polio,In Process,3.55,2138
1914,9218,Alamosa Re-11J,2020/2021,School,Tdap,Fully Immunized,66.3,1347
1915,9218,Alamosa Re-11J,2020/2021,School,Tdap,In Process,14.63,1347
1916,9218,Alamosa Re-11J,2020/2021,School,Varicella,Fully Immunized,90.46,2138
1917,9218,Alamosa Re-11J,2020/2021,School,Varicella,In Process,7.58,2138
1918,9218,Alamosa Re-11J,2021/2022,Kindergarten,,Summary Compliant,96.82,157
1919,9218,Alamosa Re-11J,2021/2022,Kindergarten,DTaP,Fully Immunized,77.71,157
1920,9218,Alamosa Re-11J,2021/2022,Kindergarten,DTaP,In Process,16.56,157
1921,9218,Alamosa Re-11J,2021/2022,Kindergarten,DTaP,Non-Medical Exemption,2.55,157
1922,9218,Alamosa Re-11J,2021/2022,Kindergarten,HepB,Fully Immunized,89.81,157
1923,9218,Alamosa Re-11J,2021/2022,Kindergarten,HepB,In Process,4.46,157
1924,9218,Alamosa Re-11J,2021/2022,Kindergarten,HepB,Non-Medical Exemption,2.55,157
1925,9218,Alamosa Re-11J,2021/2022,Kindergarten,MMR,Fully Immunized,75.16,157
1926,9218,Alamosa Re-11J,2021/2022,Kindergarten,MMR,In Process,19.11,157
1927,9218,Alamosa Re-11J,2021/2022,Kindergarten,MMR,Non-Medical Exemption,2.55,157
1928,9218,Alamosa Re-11J,2021/2022,Kindergarten,Polio,Fully Immunized,78.34,157
1929,9218,Alamosa Re-11J,2021/2022,Kindergarten,Polio,In Process,15.92,157
1930,9218,Alamosa Re-11J,2021/2022,Kindergarten,Polio,Non-Medical Exemption,2.55,157
1931,9218,Alamosa Re-11J,2021/2022,Kindergarten,Varicella,Fully Immunized,77.07,157
